ncbi_taxon_id	relative_abundance	scientific_name
1647190	0.000256501	Aquibacillus
28138	0.00179551	Rikenella
67572	0.00436052	Psychromonas
620	0.001026	Shigella
35832	0.00205201	Bilophila
1283313	0.000513002	Alloprevotella
397864	0.00513002	Barnesiella
2039240	0.00692553	Unknown
18	0.000513002	Pelobacter
898	0.000256501	Desulfomicrobium
281472	0.000256501	Jiangella
52225	0.0918274	Mitsuokella
1486726	0.000513002	Pseudobacteroides
1084558	0.00256501	Oceanicoccus
2723	0.000513002	Hirschia
239934	0.001026	Akkermansia
194	0.001026	Campylobacter
204446	0.000256501	Zavarzinia
2005359	0.000256501	Unknown
79206	0.000513002	Desulfosporosinus
195950	0.000769503	Tannerella
872	0.0207766	Desulfovibrio
44261	0.000513002	Oxobacter
57665	0.000256501	Sulfurospirillum
114248	0.00333451	Tepidimonas
83660	0.001026	Desulfonispora
100175	0.000769503	Papillibacter
846	0.0110295	Oxalobacter
1505663	0.00641253	Erysipelatoclostridium
189330	0.000513002	Dorea
1263	0.789254	Ruminococcus
75687	0.000256501	Neptunomonas
2057233	0.000256501	Unknown
84111	0.00179551	Eggerthella
1654	0.00179551	Actinomyces
1107	0.000256501	Chloroflexus
904	0.324474	Acidaminococcus
226	0.000256501	Alteromonas
2742	0.000256501	Marinobacter
724	0.0759243	Haemophilus
111500	0.000256501	Muricauda
1573	0.000769503	Clavibacter
67575	0.000256501	Rheinheimera
207599	0.000256501	Solirubrobacter
53246	0.001026	Pseudoalteromonas
187492	0.000256501	Thalassolituus
759360	0.000256501	Oleibacter
1506553	0.0248806	Lachnoclostridium
165812	0.000256501	Sporanaerobacter
590	0.00153901	Salmonella
48075	0.000256501	Marinobacterium
39948	0.56738	Dialister
1763	0.000256501	Mycobacterium
278993	0.00179551	Thermincola
970	0.000256501	Selenomonas
213485	0.000256501	Micavibrio
253238	0.00128251	Ethanoligenens
346096	0.00692553	Paludibacter
503005	0.000256501	Dasania
1269	0.00230851	Micrococcus
204456	0.00718203	Gemmobacter
1813	0.00153901	Amycolatopsis
246875	0.000513002	Algoriphagus
830	0.001026	Butyrivibrio
123375	0.00230851	Solobacterium
239759	1.50335	Alistipes
33882	0.000256501	Microbacterium
990721	0.0115425	Christensenella
28231	0.000256501	Geobacter
57494	0.000256501	Nesterenkonia
83770	60.6107	Succinivibrio
203133	0.00743853	Propionimicrobium
1678	0.0305236	Bifidobacterium
151037	0.000256501	Anaerosinus
561	0.00513002	Escherichia
2282742	0.000769503	Unknown
135575	0.000513002	Idiomarina
117563	0.00153901	Granulicatella
2282740	0.000256501	Unknown
1375	0.000256501	Aerococcus
46123	0.000256501	Abiotrophia
1301	0.0325756	Streptococcus
84565	0.000513002	Sodalis
204475	0.00564302	Gemmiger
65551	0.000256501	Meiothermus
713	0.000256501	Actinobacillus
1652133	0.000256501	Halobacteriovorax
577310	0.0684858	Parasutterella
44748	0.001026	Sporobacter
79328	0.000513002	Chitinophaga
32207	0.000256501	Rothia
48073	0.001026	Microbulbifer
32067	0.000256501	Leptotrichia
574697	0.00743853	Butyricimonas
841	0.122094	Roseburia
283168	0.0859278	Odoribacter
1386	0.00974704	Bacillus
1548510	0.000256501	Microbacter
375288	0.327808	Parabacteroides
459786	0.152105	Oscillibacter
1350	0.000513002	Enterococcus
1508657	0.0395012	Ruminiclostridium
1883	0.00282151	Streptomyces
84108	0.000256501	Slackia
428711	0.000513002	Jonquetella
958	0.00128251	Bdellovibrio
1649459	0.000256501	Hungatella
33042	0.0287281	Coprococcus
698776	0.00230851	Cellulosilyticum
241189	0.000256501	Hespellia
166484	0.000256501	Caminicella
171436	0.00128251	Tistrella
156973	0.00205201	Dysgonomonas
1716	0.001026	Corynebacterium
71655	0.000256501	Brenneria
866	0.000769503	Ruminobacter
34067	0.000256501	Cycloclasticus
572511	0.130559	Blautia
237	0.00307801	Flavobacterium
2701	0.000513002	Gardnerella
416916	0.0259066	Aggregatibacter
33981	0.000256501	Kineococcus
13275	0.00179551	Suttonella
1506577	0.000256501	Tyzzerella
44249	0.000769503	Paenibacillus
2048137	0.000513002	Unknown
36853	0.000769503	Desulfitobacterium
469	0.000256501	Acinetobacter
1827	0.000256501	Rhodococcus
1578	0.00820803	Lactobacillus
42255	0.000256501	Rubrobacter
1835	0.00153901	Saccharopolyspora
838	4.05862	Prevotella
244127	0.00282151	Anaerotruncus
40544	0.419636	Sutterella
1485	0.0890059	Clostridium
1279	0.00333451	Staphylococcus
52784	0.00256501	Anaerofilum
292632	0.000513002	Subdoligranulum
286	0.00128251	Pseudomonas
283	0.00436052	Comamonas
420345	0.000256501	Lactonifactor
316625	0.000256501	Saccharophagus
848	0.0161596	Fusobacterium
233189	0.000513002	Anaerolinea
906	0.0261631	Megasphaera
644652	0.000513002	Gordonibacter
196081	0.000256501	Scardovia
1769729	0.000256501	Hathewaya
265570	0.001026	Sulfurovum
762551	0.000769503	Jejuia
59753	0.000256501	Alcanivorax
29580	0.000256501	Janthinobacterium
216851	0.0967009	Faecalibacterium
29465	0.0831063	Veillonella
1730	0.286768	Eubacterium
286729	0.000256501	Alkaliflexus
577309	0.0176986	Paraprevotella
162289	0.000256501	Peptoniphilus
1502725	0.000256501	Effusibacillus
1562	0.000256501	Desulfotomaculum
1647	0.000256501	Erysipelothrix
133925	0.000256501	Olsenella
816	21.6146	Bacteroides
1637257	0.000256501	Mageeibacillus
-1	8.03874	Unknown
