ncbi_taxon_id	relative_abundance	scientific_name
207244	0.000911029	Anaerostipes
836	0.000911029	Porphyromonas
35832	0.0291529	Bilophila
117563	0.000911029	Granulicatella
2282740	0.00455514	Unknown
397864	0.0145765	Barnesiella
2039240	0.0455514	Unknown
1301	0.0282419	Streptococcus
52225	7.93597	Mitsuokella
204475	0.0100213	Gemmiger
1573535	0.0728823	Holdemanella
577310	0.00819926	Parasutterella
239934	0.00182206	Akkermansia
82373	0.000911029	Anaerovibrio
44748	0.421806	Sporobacter
41275	0.000911029	Brevundimonas
32207	0.00273309	Rothia
2005359	0.00182206	Unknown
79206	0.00455514	Desulfosporosinus
872	0.064683	Desulfovibrio
70994	0.000911029	Lewinella
574697	0.0528397	Butyricimonas
841	0.3717	Roseburia
83660	0.00273309	Desulfonispora
100175	0.00273309	Papillibacter
1386	0.000911029	Bacillus
283168	0.0455514	Odoribacter
53457	0.000911029	Janibacter
1505663	0.000911029	Erysipelatoclostridium
32636	0.00182206	Halothermothrix
41273	0.000911029	Tissierella
375288	0.0063772	Parabacteroides
83681	0.00273309	Nonomuraea
459786	0.443671	Oscillibacter
1263	5.03617	Ruminococcus
2147	0.00273309	Acholeplasma
356797	0.000911029	Meganema
2697	0.000911029	Heliobacterium
292636	0.00455514	Thermoflavimicrobium
2077	0.000911029	Sporolactobacillus
1508657	1.71182	Ruminiclostridium
84108	0.0118434	Slackia
1380	0.000911029	Atopobium
2282741	0.00273309	Unknown
33042	0.332526	Coprococcus
157	0.00546617	Treponema
365348	0.000911029	Pelosinus
698776	0.00819926	Cellulosilyticum
84111	0.000911029	Eggerthella
2057233	0.00182206	Unknown
1654	0.030975	Actinomyces
904	0.264198	Acidaminococcus
33071	0.000911029	Gloeobacter
166484	0.00273309	Caminicella
2040476	0.000911029	Unknown
724	0.0063772	Haemophilus
53244	0.000911029	Desulfonatronovibrio
1716	0.000911029	Corynebacterium
363408	0.0063772	Nonlabens
572511	0.109323	Blautia
1663	0.000911029	Arthrobacter
119977	0.000911029	Acidithiobacillus
1573	0.000911029	Clavibacter
44249	7.0213	Paenibacillus
2048137	0.00364412	Unknown
36853	0.000911029	Desulfitobacterium
285105	0.000911029	Tepidimicrobium
1578	0.0063772	Lactobacillus
1506553	0.0747044	Lachnoclostridium
165812	0.000911029	Sporanaerobacter
46205	0.000911029	Pseudobutyrivibrio
570	0.00911029	Klebsiella
838	18.4866	Prevotella
244127	1.78471	Anaerotruncus
1279	0.00273309	Staphylococcus
1485	0.092925	Clostridium
40544	0.493778	Sutterella
52784	0.0136654	Anaerofilum
286	0.000911029	Pseudomonas
590	0.00182206	Salmonella
39948	13.7247	Dialister
332162	0.00182206	Candidatus_Solibacter
236752	0.00182206	Fastidiosipila
399320	0.000911029	Sphaerochaeta
204037	0.00364412	Dickeya
278993	0.00273309	Thermincola
233189	0.000911029	Anaerolinea
906	0.0118434	Megasphaera
970	0.0136654	Selenomonas
1769729	0.000911029	Hathewaya
253238	0.00455514	Ethanoligenens
66831	0.000911029	Facklamia
216851	0.581236	Faecalibacterium
29465	0.0282419	Veillonella
291988	0.000911029	Thermosediminibacter
1730	0.0136654	Eubacterium
577309	0.00182206	Paraprevotella
239759	0.385365	Alistipes
830	0.000911029	Butyrivibrio
162289	0.0245978	Peptoniphilus
102106	0.000911029	Collinsella
990721	1.68996	Christensenella
28231	0.0163985	Geobacter
83770	0.804439	Succinivibrio
1678	0.820837	Bifidobacterium
252965	0.000911029	Mahella
151037	0.000911029	Anaerosinus
816	1.34377	Bacteroides
561	0.0291529	Escherichia
1637257	0.00364412	Mageeibacillus
55506	0.00728823	Schwartzia
265	0.000911029	Paracoccus
-1	35.3406	Unknown
2282742	0.00364412	Unknown
