ncbi_taxon_id	relative_abundance	scientific_name
1380	0.00136063	Atopobium
44249	0.00136063	Paenibacillus
198251	0.000272126	Candidatus_Pelagibacter
216851	9.02587	Faecalibacterium
44748	5.32224	Sporobacter
100883	0.000544252	Coprobacillus
1506577	0.000272126	Tyzzerella
543311	0.00272126	Parvimonas
43996	0.000272126	Catonella
1357	0.00163276	Lactococcus
1663	0.000272126	Arthrobacter
1350	0.000544252	Enterococcus
724	0.0244913	Haemophilus
375288	0.457444	Parabacteroides
61170	0.106129	Holdemania
2086	0.000544252	Anaeroplasma
156454	0.000816378	Anaeroglobus
278993	0.000272126	Thermincola
150333	0.00217701	Thermobrachium
46123	0.000544252	Abiotrophia
83660	0.000272126	Desulfonispora
46205	0.00571464	Pseudobutyrivibrio
265570	0.000272126	Sulfurovum
84108	0.000272126	Slackia
82373	0.000272126	Anaerovibrio
100175	0.0195931	Papillibacter
186831	0.000544252	Acetoanaerobium
156973	0.00571464	Dysgonomonas
2005359	0.00544252	Unknown
459786	12.0666	Oscillibacter
118747	0.000544252	Bulleidia
2375	0.000544252	Sporomusa
2282742	0.00299338	Unknown
224465	0.000272126	Kofleria
577309	0.114565	Paraprevotella
346096	0.0163276	Paludibacter
35829	0.000272126	Acetivibrio
830	0.00435401	Butyrivibrio
84036	0.0106129	Syntrophococcus
577310	0.00408189	Parasutterella
39948	0.00272126	Dialister
29465	0.0261241	Veillonella
1578	0.00272126	Lactobacillus
872	0.000816378	Desulfovibrio
44000	0.000272126	Caldicellulosiruptor
1164863	0.000272126	Enteractinococcus
189330	0.0827263	Dorea
-1	39.2525	Unknown
1678	0.115653	Bifidobacterium
56112	0.0187767	Dehalobacter
588605	0.0160554	Robinsoniella
715222	0.000544252	Caldicoprobacter
1485	0.64521	Clostridium
2040476	0.000272126	Unknown
1562	0.00272126	Desulfotomaculum
1505657	0.00380976	Intestinibacter
572511	0.494181	Blautia
367298	0.000544252	Phycicoccus
1508657	4.34694	Ruminiclostridium
2697	0.000272126	Heliobacterium
244127	0.228314	Anaerotruncus
2039240	0.00680315	Unknown
1813	0.000816378	Amycolatopsis
986106	0.000544252	Acidiferrobacter
1505664	0.000272126	Gottschalkia
2044	0.000272126	Pimelobacter
52784	0.0084359	Anaerofilum
2373	0.211714	Acetonema
1647	0.000272126	Erysipelothrix
1505652	0.000272126	Terrisporobacter
504481	0.000544252	Sediminibacterium
84111	0.00326551	Eggerthella
862	0.000272126	Syntrophomonas
906	0.0010885	Megasphaera
294702	0.000816378	Proteiniphilum
1263	20.3716	Ruminococcus
202746	0.000272126	Sulfurimonas
40544	0.299883	Sutterella
816	1.96475	Bacteroides
423349	0.00898015	Mucilaginibacter
447020	0.0010885	Adlercreutzia
283168	0.0163276	Odoribacter
117563	0.00163276	Granulicatella
1301	0.140961	Streptococcus
1506553	0.949447	Lachnoclostridium
1654	0.00761952	Actinomyces
1200657	0.00571464	Saccharofermentans
239759	0.278657	Alistipes
1839	0.000272126	Nocardioides
2048137	0.0334715	Unknown
33042	0.128716	Coprococcus
195950	0.000272126	Tannerella
644652	0.000816378	Gordonibacter
241189	0.000272126	Hespellia
970	0.00217701	Selenomonas
1637257	0.000816378	Mageeibacillus
1279	0.000544252	Staphylococcus
904	0.348049	Acidaminococcus
253238	0.00244913	Ethanoligenens
990721	0.143138	Christensenella
270497	0.0136063	Catabacter
698776	0.0010885	Cellulosilyticum
239934	0.122185	Akkermansia
1637	0.000272126	Listeria
207244	0.0231307	Anaerostipes
102106	0.0111572	Collinsella
838	0.0337436	Prevotella
836	0.0010885	Porphyromonas
1486726	0.00380976	Pseudobacteroides
553372	0.000272126	Asaccharobacter
1505663	0.37254	Erysipelatoclostridium
1017280	0.000544252	Pseudoflavonifractor
841	1.51629	Roseburia
1730	0.456627	Eubacterium
848	0.000544252	Fusobacterium
397864	0.0492548	Barnesiella
