ncbi_taxon_id	relative_abundance	scientific_name
657	0.00255034	Photobacterium
795750	0.00637584	Ignavibacterium
642	0.0127517	Aeromonas
2735	0.00255034	Verrucomicrobium
1505657	0.0369799	Intestinibacter
33973	0.00255034	Acidobacterium
1279388	0.00127517	Kandleria
658061	0.00510067	Candidatus_Koribacter
872	0.15047	Desulfovibrio
1253	0.00765101	Pediococcus
172900	0.00255034	Victivallis
1678	0.0357047	Bifidobacterium
28453	0.00510067	Sphingobacterium
86331	0.00127517	Mogibacterium
497	0.00382551	Psychrobacter
904708	0.00127517	Arenicella
1618113	0.00255034	Saccharicrinis
400634	0.00127517	Lysinibacillus
286	0.0484564	Pseudomonas
61434	0.00382551	Dehalococcoides
662	0.00255034	Vibrio
239759	1.71383	Alistipes
2172	0.00127517	Methanobrevibacter
1822464	0.0102013	Paraburkholderia
226	0.015302	Alteromonas
271087	0.00127517	Geopsychrobacter
28231	0.00510067	Geobacter
84406	0.00510067	Virgibacillus
233191	0.00510067	Caldilinea
2056	0.00127517	Sphaerobacter
629	0.00510067	Yersinia
1505663	2.55671	Erysipelatoclostridium
150247	0.00127517	Anoxybacillus
1508657	0.972954	Ruminiclostridium
235572	0.00127517	Candidatus_Portiera
898	0.00255034	Desulfomicrobium
13687	0.00255034	Sphingomonas
102106	0.00510067	Collinsella
332248	0.00127517	Truepera
194	0.00127517	Campylobacter
374	0.00510067	Bradyrhizobium
312278	0.00382551	Emticicia
146813	0.0344296	Dendrosporobacter
133925	0.00127517	Olsenella
39948	0.00382551	Dialister
20	0.00382551	Phenylobacterium
352	0.00127517	Azotobacter
166484	0.015302	Caminicella
84111	0.0191275	Eggerthella
84567	0.00637584	Pedobacter
437504	0.00127517	Granulosicoccus
173479	0.00255034	Gemmatimonas
84565	0.00510067	Sodalis
724	0.0191275	Haemophilus
233189	0.0216779	Anaerolinea
507	0.00127517	Alcaligenes
620	0.00382551	Shigella
1269	0.00255034	Micrococcus
363276	0.00510067	Ktedonobacter
191494	0.00382551	Conexibacter
1263	0.0956376	Ruminococcus
44675	0.00127517	Geothrix
590	0.00382551	Salmonella
79328	0.0114765	Chitinophaga
469322	0.00127517	Steroidobacter
459786	1.56081	Oscillibacter
1077265	0.00127517	Chthonomonas
1654	0.0165772	Actinomyces
482	0.0191275	Neisseria
904	0.142819	Acidaminococcus
565005	0.00510067	Nubsella
234	0.00127517	Brucella
816	5.20396	Bacteroides
392735	0.00127517	Uliginosibacterium
45669	0.00127517	Salinicoccus
32199	0.00127517	Buchnera
586	0.00892618	Providencia
1843210	0.00510067	Anaerocolumna
841	0.386376	Roseburia
379899	0.00127517	Niabella
262406	0.00255034	Thermobaculum
31983	0.00127517	Helcococcus
1380	0.00255034	Atopobium
698776	0.00127517	Cellulosilyticum
1524249	0.00765101	Pseudohongiella
58050	0.00255034	Moritella
561	0.022953	Escherichia
666508	0.00127517	Phycisphaera
1578	0.124967	Lactobacillus
1301	0.146644	Streptococcus
953	0.00127517	Wolbachia
419014	0.00127517	Alloscardovia
34093	0.00255034	Simkania
90243	0.00127517	Oligella
1569	0.00127517	Sporosarcina
511434	0.00127517	Candidatus_Azobacteroides
244127	0.0956376	Anaerotruncus
413496	0.00127517	Cronobacter
44249	0.0178524	Paenibacillus
216851	3.2198	Faecalibacterium
22	0.00127517	Shewanella
100175	0.00127517	Papillibacter
189330	0.100738	Dorea
2357	0.00127517	Desulfomonile
1827195	0.00127517	Caballeronia
-1	72.8695	Unknown
1866885	0.00127517	Mycobacterium_fortuitum_complex
28196	0.00127517	Arcobacter
111142	0.00127517	Alishewanella
577309	2.77732	Paraprevotella
544	0.0765101	Citrobacter
180541	0.00382551	Salinisphaera
2048137	0.0573826	Unknown
1647	0.00127517	Erysipelothrix
33042	0.140269	Coprococcus
13334	0.00255034	Anaerobiospirillum
1073	0.00255034	Rhodopseudomonas
1386	0.429732	Bacillus
848	0.00510067	Fusobacterium
1350	0.00892618	Enterococcus
48075	0.00127517	Marinobacterium
1652133	0.00255034	Halobacteriovorax
2039240	0.015302	Unknown
838	0.0918121	Prevotella
257820	0.00127517	Kerstersia
46255	0.00255034	Weissella
35832	0.0918121	Bilophila
1506577	0.00127517	Tyzzerella
583	0.00255034	Proteus
978	0.0140269	Cytophaga
71666	0.00127517	Waddlia
644652	0.00255034	Gordonibacter
1716	0.00510067	Corynebacterium
93	0.00255034	Stella
52784	0.0293289	Anaerofilum
1778601	0.00127517	Apibacter
44748	0.132618	Sporobacter
332162	0.0293289	Candidatus_Solibacter
100883	0.00255034	Coprobacillus
1912216	0.00382551	Unknown
1884930	0.0140269	Unknown
239934	0.0127517	Akkermansia
581	0.00255034	Morganella
929509	0.00127517	Solitalea
1017280	0.0127517	Pseudoflavonifractor
702	0.00127517	Plesiomonas
986106	0.00127517	Acidiferrobacter
29330	0.00127517	Alicyclobacillus
1200657	0.00127517	Saccharofermentans
34037	0.00637584	Rahnella
577310	0.00127517	Parasutterella
1030	0.00637584	Thiothrix
2132	0.00255034	Spiroplasma
346096	0.00382551	Paludibacter
32205	0.00127517	Leptonema
1847	0.00127517	Pseudonocardia
43676	0.00127517	Promicromonospora
32067	0.00127517	Leptotrichia
207244	0.118591	Anaerostipes
168808	0.00255034	Sneathia
1164882	0.0102013	Lachnoanaerobaculum
572511	1.64242	Blautia
1883	0.00255034	Streptomyces
490567	0.00127517	Arenimonas
469	0.0280537	Acinetobacter
186831	0.00127517	Acetoanaerobium
1730	1.80564	Eubacterium
41273	0.00127517	Tissierella
178440	0.00255034	Opitutus
713	0.00255034	Actinobacillus
264995	0.00127517	Anaerofustis
397864	0.00510067	Barnesiella
1152	0.00127517	Pseudanabaena
203804	0.00255034	Candidatus_Blochmannia
1548510	0.00127517	Microbacter
626	0.00127517	Xenorhabdus
265980	0.0102013	Alkalimonas
